T,D,L,Ly,G,Gy,Gz,A,Ay,Az,M,My,Mz,P,R,H,
117184,885,,,5.26,7.77,-7.28,-0.13,0.05,0.96,0.18,-0.16,-0.75,3.01,7.45,292.02,*7A
117241,880,,,2.96,-1.78,-10.37,-0.15,0.06,1.01,0.18,-0.16,-0.76,3.24,8.56,294.67,*7A
117299,869,,,1.78,-7.66,-2.39,-0.09,0.05,1,0.19,-0.16,-0.75,2.96,5.09,297.86,*7A
117356,892,,,1.74,-2.03,-5.5,-0.12,0.03,0.93,0.19,-0.16,-0.75,1.84,7.31,297.27,*7A
117412,871,,,-1.56,3.69,-3.07,-0.1,0.02,0.97,0.19,-0.16,-0.74,1.26,6.1,296.62,*7A
117470,888,,,-3.92,0.95,-4.74,-0.13,0.02,0.95,0.19,-0.16,-0.74,1.23,7.95,296.16,*7A
117527,907,,,-0.22,0.15,-8.02,-0.09,0.04,0.97,0.18,-0.16,-0.75,2.64,5.11,293.88,*7A
117583,895,,,-0.22,0.15,-8.02,-0.11,0.04,0.97,0.18,-0.17,-0.75,2.31,6.27,291.74,*7A
117641,907,,,-2.42,2.41,-6.04,-0.14,0.01,0.99,0.18,-0.16,-0.75,0.61,7.78,294.99,*7A
117774,902,,,-0.37,-1.45,-10.68,-0.14,0.06,0.97,0.18,-0.17,-0.75,3.63,8.22,290.59,*7A
117842,893,,,-0.2,2.9,-14.46,-0.11,0.08,0.94,0.17,-0.17,-0.76,5.05,6.36,288.51,*7A
117899,882,GPGGA,190733.3,-3.59,-1.43,-22.59,-0.13,0.07,0.95,0.17,-0.18,-0.76,4.37,7.53,284.87,*7A
117957,841,,,-5.52,-0.53,-14.87,-0.11,0.05,0.96,0.18,-0.19,-0.76,2.83,6.83,283.54,*7A
1180,907,,,-3.2,4.18,-3.55,-0.1,0.07,0.96,0.18,-0.19,-0.76,4.34,5.63,284.37,*7A
118072,893,,,-2.66,4.23,1.15,-0.09,0.07,0.96,0.18,-0.19,-0.76,4.25,5.56,283.61,*7A
118128,870,,,-2.98,2.33,-9.05,-0.05,0.06,0.97,0.18,-0.19,-0.76,3.35,2.86,282.82,*7A
118185,888,,,-4.24,-2.78,-9.77,-0.07,0.06,0.96,0.18,-0.2,-0.76,3.65,4.13,281.43,*7A
118243,902,,,,-2.78,-9.77,-0.06,0.05,0.97,0.18,-0.2,-0.76,2.96,3.57,280.33,*7A
118299,889,,,-0.54,1.22,-5.72,-0.06,0.07,0.97,0.17,-0.2,-0.76,4.19,3.59,279.25,*7A
118356,869,,,-0.57,2.28,-4.17,-0.08,0.05,0.97,0.17,-0.2,-0.77,2.93,4.54,280.06,*7A
118414,878,,,1.01,1.55,-1.44,-0.06,0.06,0.95,0.17,-0.2,-0.76,3.62,3.87,277.97,*7A
118470,886,,,-0.74,2.18,-3.56,-0.07,0.05,0.96,0.17,-0.2,-0.77,2.98,4.42,280.08,*7A
118528,899,,,0.54,1.5,-1.7,-0.08,0.08,0.96,0.17,-0.2,-0.76,4.67,4.96,279.8,*7A
118585,855,,,-1.27,1.97,-2.48,-0.07,0.07,0.95,0.17,-0.2,-0.77,4.3,4.12,278.71,*7A
118642,891,,,0.5,-0.88,-1.05,-0.07,0.06,0.95,0.17,-0.2,-0.76,3.67,4.21,278.59,*7A
118773,86,,,-4.03,-0.27,-1.86,-0.05,0.07,0.96,0.17,-0.2,-0.76,4.39,3.16,277.73,*7A
118842,884,GPGGA,190734.7,0.11,0.92,-6.97,-0.06,0.08,1.02,0.17,-0.21,-0.76,4.26,3.54,276.13,*7A
118899,879,,,1.89,-0.31,-0.15,-0.08,0.07,0.94,0.17,-0.21,-0.76,4.1,4.66,276.48,*7A
118957,857,,,2.58,-0.4,5.79,-0.11,0.02,0.9,0.17,-0.21,-0.76,1.33,7.21,275.43,*7A
119014,864,,,10.19,1.1,11.53,-0.13,0.11,0.96,0.16,-0.21,-0.76,6.72,7.58,273.4,*7A
119070,832,,,2.25,4.53,3.61,-0.07,0.04,0.96,0.17,-0.19,-0.76,2.63,4.08,278.66,*7A
119128,873,,,-4.71,2.29,-0.74,-0.09,0,1.02,0.17,-0.2,-0.76,0.03,5.09,278.69,*7A
119185,830,,,-8.62,-1.32,-4.09,-0.12,0.03,0.98,0.17,-0.2,-0.77,1.81,7.04,278.05,*7A
119242,8,,,-2.96,3.26,3.71,-0.09,0.04,0.98,0.17,-0.2,-0.77,2.09,5.14,275.57,*7A
119299,840,,,-0.86,8.44,8.52,-0.11,0.07,0.95,0.17,-0.2,-0.76,4.06,6.6,278.36,*7A
119356,841,,,4.31,7.78,10.14,-0.09,0.02,0.98,0.18,-0.2,-0.76,0.96,5.05,280.94,*7A
119413,807,,,5.46,10.47,-6.43,-0.1,0.04,0.98,0.18,-0.19,-0.77,2.37,5.67,281.83,*7A
119470,831,,,4.98,-1.85,1.33,-0.06,0,0.96,0.18,-0.19,-0.77,-0.1,3.5,282.95,*7A
119527,853,,,-0.11,5.78,-5.92,-0.09,0.05,0.97,0.17,-0.2,-0.76,2.73,5.14,280.28,*7A
119584,,,,5.14,2.37,4.49,-0.02,-0.01,0.98,0.18,-0.19,-0.77,-0.54,1.2,283.44,*7A
119641,811,,,-3.61,12.18,-4.49,-0.09,0.08,0.97,0.18,-0.2,-0.77,4.44,5.24,279.62,*7A
119772,8,,,-7.54,3.21,-13.11,-0.13,0.01,0.94,0.18,-0.22,-0.77,0.83,7.88,274.31,*7A
119885,819,,,5.14,6.76,-3.19,-0.05,-0.01,0.98,0.18,-0.23,-0.78,-0.45,3.21,273.28,*7A
119943,7,GPGGA,190735.3,6.58,5.43,0.27,-0.01,0.03,0.98,0.17,-0.23,-0.78,1.6,0.3,271.49,*7A
120000,803,,,-1.41,4.38,-1.63,-0.05,0.01,0.99,0.17,-0.22,-0.78,0.7,2.83,272.84,*7A
120057,793,,,-3.93,1.43,-3.96,-0.03,0.02,0.96,0.17,-0.23,-0.78,1.18,1.55,270.27,*7A
120115,792,,,-3.6,-2.07,-0.14,-0.03,0,0.98,0.17,-0.23,-0.78,0.1,1.52,271.08,*7A
120171,794,,,-0.44,0.03,1.79,-0.01,0,0.98,0.18,-0.23,-0.77,0.16,0.39,273.27,*7A
120228,784,,,-0.34,-0.22,-3.99,-0.02,-0.01,0.96,0.18,-0.22,-0.79,-0.4,1.24,274.73,*7A
120286,779,,,-1.07,4.25,-4.61,-0.01,0.02,0.96,0.18,-0.23,-0.78,1.03,0.83,274.23,*7A
120342,796,,,0,4.25,-4.61,-0.06,0,0.97,0.18,-0.22,-0.78,-0.24,3.26,275.75,*7A
120399,781,,,-2.87,2.35,-1.44,-0.05,0,0.98,0.18,-0.22,-0.79,-0.06,2.7,275.59,*7A
120457,783,,,-2.63,-4.52,-2.19,-0.03,0.02,0.96,0.19,-0.23,-0.78,0.93,2,276.18,*7A
120514,752,,,-5.56,-3.9,-5.45,-0.03,0,0.99,0.19,-0.22,-0.78,-0.17,1.63,276.4,*7A
120570,779,GPGGA,190,-2.51,-4.05,-6.82,-0.02,0,0.97,0.18,-0.23,-0.78,0.14,0.98,274.74,*7A
,781,,,-3.1,-0.54,1.02,-0.03,0,0.97,0.18,-0.23,-0.79,0.87,2,273.07,*7A
120759,786,,,-5.64,0.25,-4.38,-0.02,0.03,0.94,0.18,,-0.79,1.71,1.21,272.29,*7A
120843,770,,,-2.92,2.14,-2.45,-0.03,0.05,0.96,0.18,-0.23,-0.78,3.02,1.81,272.18,*7A
120900,770,,,-4.93,-2.32,-4.03,-0.04,0.03,0.96,0.18,-0.22,-0.78,1.93,2.17,274.51,*7A
120957,757,,,-9.09,-7.78,4.16,-0.06,0,0.95,0.18,-0.23,-0.78,0.06,3.85,273.55,*7A
121014,712,,,-7.67,-0.61,3.79,-0.06,0.03,0.97,0.17,-0.24,-0.78,1.7,3.74,269.89,*7A
121014,738,,,-0.38,0.79,4.09,-0.04,0.06,0.98,0.18,-0.23,-0.78,3.69,2.1,271.59,*7A
121128,713,,,-2.3,0.79,4.09,-0.06,0.05,0.99,0.18,-0.23,-0.78,2.72,3.45,272.43,*7A
121185,,,,0.69,-2.09,0.12,-0.07,0.04,0.98,0.17,-0.23,-0.77,2.51,3.83,270.36,*7A
121242,736,,,0.2,2.25,-5.52,-0.06,0.05,0.94,0.17,-0.23,-0.78,2.75,3.56,270.91,*7A
121299,707,,,-2.84,-2.94,-1.37,-0.05,0.04,0.96,0.17,-0.23,-0.78,2.24,2.72,269.6,*7A
121356,727,,,-6.15,3.1,-0.72,-0.09,0.05,0.96,0.17,-0.24,-0.79,3.09,5.1,268.54,*7A
121413,725,,,-3.21,-2.4,6.85,-0.05,0.05,0.96,0.17,-0.24,-0.78,2.76,2.83,268.99,*7A
121470,723,,,-4.67,3.47,1.82,-0.07,0.04,0.97,0.17,-0.24,-0.78,2.2,3.9,268.39,*7A
121527,706,,,0.98,-2.49,-1.41,-0.06,0.04,0.96,0.18,-0.24,-0.78,2.55,3.63,269.49,*7A
121584,721,,,-1.76,-0.94,-2.48,-0.06,0.03,0.98,0.18,-0.24,-0.78,1.49,3.68,269.97,*7A
1,686,,,0.68,0.88,0.52,-0.06,0.05,1,0.18,-0.25,-0.78,,3.45,267.98,*7A
121772,705,,,-0.22,0.69,-1.13,-0.09,0.06,0.97,0.17,-0.24,-0.78,3.56,5.07,268.03,*7A
121844,700,GPGGA,190737,-2.85,-1.06,-0.89,-0.05,0.04,0.95,0.17,-0.24,-0.77,2.54,2.75,266.94,*7A
121903,699,,,-2.69,0.96,0.27,-0.07,0.05,0.97,0.17,-0.24,-0.77,3.08,4.07,267.87,*7A
121960,669,,,-2.22,3.44,-0.74,-0.07,0.04,0.95,0.17,-0.24,-0.77,2.31,3.95,268.64,*7A
122016,685,,,0.29,1.09,0.38,-0.08,0.06,0.96,0.18,-0.23,-0.77,3.65,4.57,270.88,*7A
122074,664,,,-0.34,-0.27,1.92,-0.07,0.04,0.96,0.17,-0.24,-0.77,2.15,4.4,269.99,*7A
122131,66,,,0.11,2.03,0.99,-0.06,0.05,0.98,0.18,-0.23,-0.77,2.64,3.71,271.76,*7A
122187,653,,,1.31,1.44,1.92,-0.06,0.04,0.97,0.17,-0.24,-0.78,2.41,3.78,269.44,*7A
122245,664,,,-0.58,1.52,1.99,-0.06,0.07,1.01,0.18,-0.24,-0.77,3.94,3.46,270.4,*7A
122302,658,,,1.57,-2.08,5.39,-0.09,0.03,0.99,0.17,-0.23,-0.77,2.02,5.1,270.15,*7A
122358,66,,,-3.69,0.49,0.88,-0.03,0.04,1,0.18,-0.22,-0.77,2.03,1.8,274.2,*7A
122417,661,,,1.81,-0.03,-8.12,-0.06,0.04,0.94,0.17,-0.23,-0.78,2.47,3.48,,*7A
122549,647,,,-2.17,3.32,6.76,-0.07,0.04,0.93,0.17,-0.23,-0.77,2.6,4.44,269.23,*7A
122635,650,,,-0.43,1.21,1.28,,0.04,0.93,0.17,-0.23,-0.78,4.24,5.1,272.35,*7A
122765,,,,1.52,1.19,-5.42,-0.04,0.04,0.99,0.17,-0.23,-0.78,2.37,2.34,270.75,*7A
122845,622,,,0.43,-2.38,0.86,-0.05,0.05,1.03,0.17,-0.22,-0.78,2.68,2.9,273.07,*7A
122902,619,,,0.4,-1.52,1.38,-0.06,0.04,0.97,0.17,-0.22,-0.78,2.55,3.66,270.85,*7A
122958,629,GPGGA,190738,-3.89,-2.54,0.98,-0.06,0.03,0.97,0.17,-0.22,-0.78,1.7,3.61,270.81,*7A
123017,624,,,-2.21,0.08,-2.7,-0.06,0.03,0.97,0.16,-0.22,-0.78,1.94,3.39,269.3,*7A
123074,612,,,-0.25,-0.81,0.03,-0.06,0.03,0.94,0.17,-0.23,-0.78,1.71,3.88,269.72,*7A
123130,625,,,-2.11,1.3,-1.7,-0.09,0.04,0.93,0.17,-0.22,-0.78,2.56,5.28,270.29,*7A
123188,622,,,-2.6,2.07,-0.66,-0.07,0.04,0.95,0.17,-0.23,-0.78,2.16,4.27,269.71,*7A
123245,610,,,-1.66,1.77,-2.83,-0.06,0.04,0.96,0.17,-0.22,-0.78,2.64,3.8,272.55,*7A
123301,618,,,0.63,0.32,2.69,-0.08,0.05,0.96,0.17,-0.23,-0.78,2.99,4.97,270.51,*7A
123359,613,,,-0.82,0.49,2.2,-0.07,0.02,0.94,0.17,-0.22,-0.78,1.31,4.11,272.05,*7A
123416,590,,,-1.95,0.26,1.16,-0.08,0.04,0.95,0.16,-0.22,-0.78,2.45,4.61,269.14,*7A
123472,599,,,-1.23,-0.56,-1.99,-0.08,0.03,1,0.17,-0.22,-0.78,1.44,4.63,270.92,*7A
123530,592,,,2.44,-2,6.61,-0.05,0.01,0.99,0.17,-0.22,-0.78,0.7,2.79,271.69,*7A
123587,606,,,-0.19,-1.37,-0.95,-0.08,0.03,0.97,0.17,-0.21,-0.78,1.9,4.97,274.39,*7A
123644,580,,,-0.31,5.05,1.81,-0.1,0.04,1,0,-0.21,-0.78,2.48,5.64,273.61,*7A
123776,586,,,-4.06,5.89,-3,-0.07,0.03,0.98,0.17,-0.21,-0.76,1.59,3.91,274.28,*7A
123888,570,,,-2,5.88,-2.7,-0.07,0.02,0.99,0.17,-0.21,-0.76,1.35,3.93,275.62,*7A
123945,578,,,-1.08,0.93,-6.34,-0.08,0.02,0.95,0.16,-0.22,-0.77,1.47,4.91,271.4,*7A
124002,575,GPGGA,190739.01,-0.27,1.58,1.25,-0.07,0.04,0.95,0.16,-0.22,-0.77,2.64,4.03,271.41,*7A
124060,566,,,-1.67,3.16,2.68,-0.08,0.05,0.96,0.17,-0.21,-0.76,3.05,4.94,273.66,*7A
124116,553,,,-3.02,-4.51,3.49,-0.05,0.01,0.95,0.17,-0.21,-0.77,0.82,3.11,274.16,*7A
124174,561,,,-5.3,1.11,2.07,-0.07,0.03,0.94,0.16,-0.21,-0.77,2.11,4.07,272.53,*7A
124231,552,,,-1.44,1.37,0.46,-0.05,0.04,0.95,0.17,-0.21,-0.77,2.17,2.99,273.26,*7A
124288,554,,,-1.77,5.07,2.29,-0.06,0.02,0.95,0.17,-0.22,-0.78,1.46,3.73,274.14,*7A
124345,536,,,1.01,1.28,5.57,-0.03,0.05,0.94,0.17,-0.21,-0.79,2.78,1.9,273.63,*7A
124402,544,,,0.6,0.72,7.46,-0.06,0.03,0.95,0.16,-0.21,-0.78,1.83,3.8,271.39,*7A
124459,546,,,1.17,6.3,-2.96,-0.04,0.08,0.96,0.16,-0.21,-0.8,4.74,2.62,272.07,*7A
124516,538,,,4.33,-2.84,-2.98,-0.07,0.06,0.99,0.16,-0.21,-0.79,3.28,4.03,272.64,*7A
124573,506,,,0.53,3.67,-1.56,-0.06,0.07,0.98,0.16,-0.2,-0.78,3.83,3.62,273.11,*7A
124631,500,,,-0.5,-0.33,3.31,-0.02,0.01,0.98,0.17,-0.2,-0.77,0.34,1.34,277.09,*7A
124762,502,,,-5.3,-1.58,-0.42,-0.05,0.02,1.02,0.16,-0.21,-0.79,1.12,2.54,272.67,*7A
124846,492,,,-0.63,-2.58,1.28,-0.04,0.05,0.99,0.16,-0.21,-0.79,2.63,2.46,272.47,*7A
124903,488,,,0.53,-1.29,-1.21,-0.07,0.04,0.94,0.16,-0.21,-0.79,2.41,4.05,271.69,*7A
124960,493,GPGGA,19074020,-2.77,-4.66,-2.99,-0.06,0.05,0.94,0.17,-0.21,-0.79,2.96,3.34,273.32,*7A
125018,48,,,-1.84,3.24,-0.74,-0.04,0.06,0.99,0.16,-0.22,-0.79,3.17,2.27,270.89,*7A
125075,487,,,2.82,-4.17,4.43,-0.1,0.03,0.93,0.16,-0.21,-0.79,1.81,6.12,272.86,*7A
125131,,,,-3.78,0.2,2.72,-0.05,0,0.95,0.16,-0.22,-0.79,0.11,3.08,269.52,*7A
125189,475,,,0.51,0.04,2.77,-0.06,0.02,0.91,0.16,-0.21,-0.79,1.53,3.9,270.51,*7A
125246,479,,,-1.33,3.22,-2.41,-0.08,0.06,0.97,0.16,-0.21,-0.8,3.68,5.01,270.62,*7A
125302,467,,,-0.51,-3.41,1.29,-0.05,0.05,0.98,0.16,-0.22,-0.79,2.84,2.88,270.83,*7A
125360,473,,,-2.49,0.68,4.51,-0.08,0.06,0.98,0.16,-0.22,-0.79,3.67,4.82,270.72,*7A
125417,452,,,-1.38,-4.73,9.03,-0.05,0.03,1.02,0.16,-0.21,-0.79,1.56,2.63,270.09,*7A
125473,447,,,-3.47,-1.03,7.19,-0.09,0.03,0.94,0.15,-0.22,-0.79,1.8,5.5,266.87,*7A
125531,453,,,1.22,-1.35,-2.37,-0.08,0.03,0.98,0.16,-0.22,-0.78,1.76,4.72,268.21,*7A
125588,452,,,1.91,-1.88,-3.58,-0.05,0.03,0.94,0.16,-0.22,-0.78,1.93,3.06,267.94,*7A
125645,439,,,1.69,-2.21,0.25,-0.06,0.04,0.92,0.15,-0.21,-0.77,2.3,3.95,268.68,*7A
125777,436,,,0.25,0.42,-8.26,-0.07,0.06,0.99,0.16,-0.22,-0.77,3.74,4,268.21,*7A
125847,424,,,-4.64,0.94,-4.89,-0.08,0.03,1.02,0.16,-0.23,-0.77,1.89,4.75,267.32,*7A
125904,416,,,,0.94,-4.89,-0.08,0.04,0.97,0.16,-0.24,-0.76,2.17,4.97,264.56,*7A
125962,405,GPGGA,190741,-3.51,9,-0.46,-0.07,0.02,0.95,0.16,-0.24,-0.76,1.29,4.36,262.08,*7A
126019,416,,,-5.32,-4.18,1.68,-0.06,0.03,0.98,0.15,-0.25,-0.76,1.81,3.79,261.42,*7A
126076,406,,,-1.6,6.47,0.14,-0.07,0,0.95,0.15,-0.25,-0.76,0.04,4.15,260.31,*7A
126134,397,,,-0.97,-1.89,-2.8,-0.06,0.04,0.94,0.16,-0.24,-0.77,2.44,3.48,263.16,*7A
126190,381,,,-0.53,3.55,-3.19,-0.12,0.06,0.97,0.15,-0.24,-0.76,3.56,7.03,261.57,*7A
126247,398,,,1.41,-3.9,2.51,-0.06,0.06,1,0.16,-0.24,-0.76,3.56,3.71,263.96,*7A
126305,391,,,0.89,0.42,11.76,-0.08,0.05,0.96,0.15,-0.24,-0.76,3.26,4.64,262.7,*7A
126361,383,,,0.28,-0.37,8.6,-0.08,0.04,0.94,0.16,-0.23,-0.76,2.3,4.91,266.85,*7A
126418,376,,,-2.46,2.2,-3.2,-0.07,0.04,0.96,0.15,-0.22,-0.76,2.48,3.89,264.38,*7A
126476,38,,,-4.17,-5.77,-7.83,-0.12,0.02,0.98,0.16,-0.22,-0.76,1.32,6.88,267.65,*7A
126532,363,,,0.57,-2.64,0.04,-0.09,0.04,0.97,0.15,-0.23,-0.77,2.21,5.07,263.98,*7A
126589,363,,,1.97,0.91,2.95,-0.1,0.05,0.96,0.15,-0.23,-0.77,3.06,5.81,264.51,*7A
126647,361,,,1.12,1.29,7.26,-0.07,0,0.98,0.15,-0.22,-0.77,0.07,4.31,264.16,*7A
126779,357,,,0.03,0.45,-2.49,-0.09,0.04,0.97,0.15,-0.22,-0.77,2.59,5.23,264.94,*7A
126848,340,GPGGA,190,3.36,-0.87,3.15,-0.05,0.02,0.98,0.15,-0.22,-0.76,1.45,2.87,264.97,*7A
126906,347,,,0.55,-1.82,4.83,-0.11,0.04,0.99,0.15,-0.22,-0.76,2.1,6.08,265.93,*7A
126962,342,,,0.67,-3.96,9.89,-0.06,-0.01,0.96,0.15,-0.21,-0.75,-0.65,3.52,269.51,*7A
127020,344,,,-2.95,2,0.05,-0.08,0.01,0.98,0.15,-0.21,-0.74,0.34,4.88,269.85,*7A
127077,337,,,-3.46,-0.84,-3.38,-0.08,0,0.98,0.15,-0.21,-0.74,0.08,4.49,268.51,*7A
127133,336,,,-0.31,-2.38,-5.73,-0.07,0.03,0.94,0.15,-0.22,-0.73,2,4.54,266.04,*7A
127191,333,,,-1.15,3.26,-4.49,-0.07,0.04,0.99,0.15,-0.22,-0.74,2.59,4.29,265.84,*7A
127248,330,,,-2.79,-3.59,-6.69,-0.09,0.01,0.98,0.15,-0.22,-0.75,0.32,4.98,266.31,*7A
127304,329,,,-0.63,-0.98,-3.26,-0.14,0.05,0.96,0.14,-0.23,-0.75,2.77,8.45,261.33,*7A
127362,333,,,-1.65,2,1.94,-0.09,0.01,0.97,0.14,-0.22,-0.75,0.49,5.45,262.76,*7A
127419,328,,,2.29,-1.51,5.39,-0.09,0.02,0.94,0.14,-0.22,-0.76,1.03,5.71,261.5,*7A
127475,318,,,2.89,5.07,3.92,-0.14,0.04,0.98,0.14,-0.21,-0.76,2.05,8.21,263.41,*7A
127533,320,,,1.79,1.86,1.61,-0.07,0.01,0.92,0.14,-0.21,-0.75,0.84,4.17,263.75,*7A
127590,3,,,-2.2,-1,0.74,-0.11,0.04,0.97,0.14,-0.2,-0.76,2.24,6.44,265.12,*7A
127646,309,,,-1.67,-0.62,2,-0.12,0.04,0.95,0.13,-0.2,-0.75,2.62,7.25,262.62,*7A
127779,301,,,2,3.25,-6.76,-0.09,-0.02,1,0.13,-0.21,-0.76,-1.14,5.28,261.28,*7A
127848,294,GPGGA,190743,-2.48,-0.15,2.56,-0.04,-0.01,0.98,0.13,-0.2,-0.76,-0.75,2.1,261.51,*7A
127906,29,,,-4.59,-0.56,-2.67,-0.08,0.04,0.97,0.13,-0.21,-0.76,2.32,4.89,259.49,*7A
127963,285,,,-4.41,-1.44,3.08,-0.09,0,0.98,0.12,-0.21,-0.75,0.24,5.16,255.58,*7A
128020,285,,,-0.81,-0.42,1.09,-0.09,0.02,0.97,0.11,-0.21,-0.75,1.36,5.44,253.89,*7A
12807,285,,,-1.52,-2.26,-1.58,-0.09,0.02,1,0.12,-0.22,-0.75,1.05,5.01,255.84,*7A
128134,283,,,-0.45,0.6,-5.1,-0.08,0,0.96,0.12,-0.22,-0.76,0.16,4.92,253.37,*7A
128191,276,,,-0.15,-5.95,-1.24,-0.11,0.03,1,0.12,-0.22,-0.76,1.7,6.06,253.68,*7A
128248,274,,,5.38,12.41,0.38,-0.04,0.01,1.03,0.11,-0.22,-0.76,0.77,2.05,251.72,*7A
128305,278,,,7.16,8.88,0.83,-0.11,0,1.03,0.13,-0.22,-0.77,0.24,6.05,256.4,*7A
128362,268,,,4.3,7.56,-1.79,-0.1,0.01,0.9,0.13,-0.22,-0.76,0.39,6.52,258.51,*7A
128419,280,,,-2.67,-6.08,0.23,0,0.01,0.9,0.13,-0.21,-0.77,-0.53,8.97,259.27,*7A
128550,268,,,-4.96,0.66,-4.39,-0.08,0.01,0.94,0.13,-0.21,-0.75,0.4,4.88,261.67,*7A
128670,261,,,-15.21,-7.84,-5.82,-0.14,0.08,0.93,0.13,-0.22,-0.7,4.89,8.52,260.32,*7A
128800,267,,,12.5,21.61,12.36,-0.05,0.04,0.96,0.13,-0.22,-0.65,2.42,2.79,259.89,*7A
